Kriterium,Region,Anbieter,Score,Begründung,Quellen
Stream-Processing & Complex Event Processing,USA,AWS,5,"AWS bietet Amazon Managed Service for Apache Flink (ehem. Kinesis Data Analytics) als vollständig verwalteten Flink-Dienst mit Stateful Processing, Windowing, Event-Time-Semantik und CEP-Bibliothek. EMR unterstützt Flink und Spark Structured Streaming auf managed Clustern. Kinesis Data Streams als Quelle, MSK (Kafka) als Alternative. EventBridge Pipes für einfache Event-Transformation. AWS Step Functions für Event-orchestrierte Workflows. Best-in-class durch nativen Managed Flink.",https://aws.amazon.com/managed-service-apache-flink/; https://aws.amazon.com/emr/; https://docs.aws.amazon.com/managed-flink/latest/java/what-is.html
Stream-Processing & Complex Event Processing,USA,Azure,5,"Azure Stream Analytics bietet eine serverlose Stream-Processing-Engine mit SQL-basiertem Windowing (Tumbling, Hopping, Sliding, Session), Temporal Joins und Pattern-Matching. Azure HDInsight und Databricks on Azure bieten Managed Flink und Spark Structured Streaming. Event Hubs als nativer Streaming-Backbone. Azure Functions mit Event-Hub-Trigger für leichtgewichtiges CEP. Fabric Real-Time Intelligence (ehem. Real-Time Analytics) bietet Echtzeit-Dashboards mit KQL. Breites Ökosystem.",https://learn.microsoft.com/en-us/azure/stream-analytics/; https://azure.microsoft.com/en-us/products/hdinsight/
Stream-Processing & Complex Event Processing,USA,Google Cloud,5,"Google Cloud Dataflow (Apache Beam) bietet einheitliches Stream- und Batch-Processing mit nativem Windowing (Fixed, Sliding, Session, Global), Watermarks, Triggers und Stateful Processing. Dataflow ist vollständig serverless mit Autoscaling. Dataproc bietet Managed Flink und Spark Structured Streaming. Pub/Sub als nativer Event-Backbone. Beam-Modell ist industriestandard-setzend für Stream-Processing-Semantik. Besonders stark bei Exactly-Once-Garantien.",https://cloud.google.com/dataflow; https://beam.apache.org/; https://cloud.google.com/dataproc
Stream-Processing & Complex Event Processing,DE,STACKIT,1,"STACKIT bietet keinen Managed-Stream-Processing-Dienst. Es gibt kein Managed Flink, Spark Streaming oder eine eigene CEP-Engine. Stream-Processing muss komplett selbst auf Kubernetes (SKE) betrieben werden (z.B. Flink auf K8s, Kafka Streams als Library). Kein nativer Event-Backbone (kein Managed Kafka/Event Hub). Der gesamte Stream-Processing-Stack ist Eigenbau ohne Plattform-Support oder Referenzarchitektur.",https://docs.stackit.cloud/; https://www.stackit.de/en/cloud/products-services/; https://explore.iteratec.com/blog/eu-sovereign-cloud-teil-2-cloud-services-in-der-praxis-featureumfang-und-portierbarkeit
Stream-Processing & Complex Event Processing,DE,IONOS,2,"IONOS bietet über die Big-Data-Plattform Apache Kafka (Streaming) und Apache Druid (Echtzeit-Analyse) als verwaltete Komponenten. Spark Streaming ist über die Managed-Hadoop-Plattform technisch möglich. Allerdings gibt es kein Managed Flink, keine native CEP-Engine und kein serverloses Stream-Processing. Windowing und Stateful Processing nur über selbst konfiguriertes Spark/Kafka Streams. Grundlegende Fähigkeit über Open-Source-Stack, aber nicht als integriertes Produkt.",https://cloud.ionos.de/loesungen/big-data; https://explore.iteratec.com/blog/eu-sovereign-cloud-teil-2-cloud-services-in-der-praxis-featureumfang-und-portierbarkeit
Stream-Processing & Complex Event Processing,DE,Open Telekom Cloud,3,"OTC bietet den MapReduce Service (MRS) mit Managed Flink und Spark als Cluster-Komponenten für Stream-Processing. DMS (Managed Kafka) dient als Event-Backbone. Data Ingestion Service (DIS) ermöglicht Echtzeit-Streaming in OBS/DLI. MRS Flink unterstützt Windowing und Stateful Processing. Allerdings ist Flink auf MRS nicht serverless (vorab provisionierter Cluster), und es fehlt eine native CEP-Bibliothek als Plattform-Feature. Solide Referenzarchitektur, aber nicht Kernprodukt-Level.",https://www.open-telekom-cloud.com/de/produkte-services; https://docs.otc.t-systems.com/mapreduce-service/; https://senacor.blog/verprobung-open-telekom-cloud-die-speerspitze-der-eu-cloudanbieter/
Analytische Query-Engine,USA,AWS,5,"Amazon Redshift ist eine MPP-Columnar-Architektur mit automatischer Query-Optimierung (Adaptive Query Execution, Predicate Pushdown, Automatic Table Optimization). Materialisierte Views mit Auto-Refresh, Result Caching und Concurrency Scaling (automatische Skalierung bei Peak-Load). Redshift Serverless ermöglicht nutzungsbasierte Abrechnung. Voller SQL-Standard mit Window Functions, Geospatial (GEOMETRY/GEOGRAPHY), HyperLogLog (Approximate Queries), SUPER-Typ für semi-strukturierte Daten. Athena (Presto/Trino) ergänzt als serverlose Query-Engine für S3. Redshift Spectrum für federated Queries über S3.",https://aws.amazon.com/redshift/; https://docs.aws.amazon.com/redshift/latest/dg/c_challenges_achieving_high_performance_queries.html; https://aws.amazon.com/redshift/redshift-serverless/
Analytische Query-Engine,USA,Azure,5,"Azure Synapse Analytics bietet eine MPP-Engine (Dedicated SQL Pools) mit Predicate Pushdown, Adaptive Query Processing und materialisierter Views. Serverless SQL Pools für On-Demand-Queries über Data Lake. Result Set Caching und Workload Management (Concurrency). Microsoft Fabric bringt DirectLake-Mode für Echtzeit-BI ohne Import. Voller T-SQL-Standard mit Window Functions, Geospatial (STGeometry) und Approximate Count Distinct. Synapse Link ermöglicht HTAP-Szenarien. Azure SQL Analytics + Log Analytics für Monitoring.",https://learn.microsoft.com/en-us/azure/synapse-analytics/sql-data-warehouse/sql-data-warehouse-overview-what-is; https://learn.microsoft.com/en-us/fabric/; https://learn.microsoft.com/en-us/azure/synapse-analytics/
Analytische Query-Engine,USA,Google Cloud,5,"BigQuery ist eine vollständig serverlose MPP-Engine mit Dremel-Architektur (Columnar, verteilte Ausführung). Automatische Query-Optimierung mit Slot-basierter Skalierung. Materialisierte Views mit Smart-Tuning und automatischem Rewrite. BI Engine als In-Memory-Accelerator für Sub-Sekunden-Caching. Concurrency wird über Slot-Reservierungen und Autoscaling Editions gesteuert. Voller GoogleSQL-Standard mit Window Functions, Geospatial (BigQuery GIS mit ST_-Funktionen), APPROX_-Funktionen (HLL, Quantiles), ML-Integration (BQML). Best-in-class für serverlose analytische Workloads.",https://cloud.google.com/bigquery; https://cloud.google.com/bigquery/docs/materialized-views-intro; https://cloud.google.com/bigquery/docs/bi-engine-intro
Analytische Query-Engine,DE,STACKIT,1,"STACKIT bietet keine analytische Query-Engine oder Data-Warehouse-Dienst. Es gibt kein MPP-SQL-System, keine materialisierte Views, kein Result Caching auf Plattform-Ebene. Analytische Queries erfordern vollständigen Eigenbau (z.B. ClickHouse, Trino oder DuckDB auf VMs/Kubernetes). Managed PostgreSQL ist verfügbar, aber als OLTP-Datenbank ohne MPP-Architektur. Keine Geospatial- oder Approximate-Query-Funktionen als Plattform-Feature. Komplett Eigenbau erforderlich.",https://docs.stackit.cloud/; https://www.stackit.de/en/cloud/products-services/; https://explore.iteratec.com/blog/eu-sovereign-cloud-teil-2-cloud-services-in-der-praxis-featureumfang-und-portierbarkeit
Analytische Query-Engine,DE,IONOS,2,"IONOS bietet über die Big-Data-Plattform Apache Druid für Echtzeit-OLAP-Queries und Spark SQL über Managed Hadoop. Druid bietet Columnar Storage, Approximate Queries (HyperLogLog, Theta Sketches) und Sub-Sekunden-Latenz für Aggregationen. Allerdings kein vollwertiges MPP-Data-Warehouse (kein Redshift/Synapse/BigQuery-Äquivalent), keine materialisierte Views auf Plattform-Ebene, kein serverloses Query-Modell. Window Functions über Spark SQL möglich. Grundlegende analytische Fähigkeit über Open-Source-Stack.",https://cloud.ionos.de/loesungen/big-data; https://druid.apache.org/
Analytische Query-Engine,DE,Open Telekom Cloud,3,"OTC bietet den Data Warehouse Service (DWS) basierend auf GaussDB(DWS), einer MPP-Columnar-Engine mit SQL-Kompatibilität (PostgreSQL-Dialekt). DWS unterstützt materialisierte Views, Predicate Pushdown, Hash/Merge Joins und Window Functions. Data Lake Insight (DLI) bietet serverloses SQL über OBS-Daten. Allerdings fehlen Advanced Features wie Approximate Queries, Geospatial-Funktionen auf Hyperscaler-Niveau, automatische Query-Optimierung (AQE) und Concurrency Scaling. DWS erfordert vorab provisionierte Cluster. Solides Produkt, aber unter Hyperscaler-Niveau.",https://www.open-telekom-cloud.com/de/produkte-services/core-services/data-warehouse-service; https://docs.otc.t-systems.com/data-warehouse-service/; https://senacor.blog/verprobung-open-telekom-cloud-die-speerspitze-der-eu-cloudanbieter/
BI- & Visualisierungs-Integration,USA,AWS,5,"Amazon QuickSight ist ein nativer, serverloser BI-Dienst mit SPICE-Engine (In-Memory), ML-gestützten Insights (Anomalieerkennung, Forecasting) und Embedded Analytics. Native Konnektoren zu Redshift, Athena, S3, RDS. ODBC/JDBC-Treiber für Tableau, Looker, Power BI. QuickSight Q ermöglicht Natural-Language-Queries. Grafana ist als Amazon Managed Grafana verfügbar. Self-Service-Analytics über QuickSight Reader-Lizenzen. Umfassendstes natives BI-Ökosystem.",https://aws.amazon.com/quicksight/; https://aws.amazon.com/grafana/; https://docs.aws.amazon.com/redshift/latest/mgmt/configure-odbc-connection.html
BI- & Visualisierungs-Integration,USA,Azure,5,"Power BI ist marktführend im BI-Bereich (Gartner Leader) und nativ in Azure und Microsoft 365 integriert. DirectQuery und DirectLake (Fabric) ermöglichen Live-Verbindungen zu Synapse, SQL und Data Lake. Embedded Analytics über Power BI Embedded. Self-Service-Analytics für Fachanwender über Power BI Desktop/Service. Native Konnektoren zu Tableau, Looker über ODBC/JDBC. Azure Managed Grafana verfügbar. Copilot in Power BI für NL-Queries. Stärkstes Self-Service-BI-Ökosystem durch Microsoft-365-Integration.",https://powerbi.microsoft.com/; https://learn.microsoft.com/en-us/power-bi/; https://azure.microsoft.com/en-us/products/managed-grafana/
BI- & Visualisierungs-Integration,USA,Google Cloud,5,Looker (nativ in GCP integriert) bietet eine semantische BI-Plattform mit LookML-Modellierung. Looker Studio (ehem. Data Studio) ist kostenlos für Self-Service-Dashboards. Beide sind nativ mit BigQuery integriert. BI Engine beschleunigt Dashboards auf Sub-Sekunden-Latenz. Connected Sheets ermöglicht BigQuery-Zugriff direkt aus Google Sheets. ODBC/JDBC-Treiber für Tableau und Power BI. Gemini in Looker für NL-Queries. Besonders stark durch BigQuery-Looker-Tight-Integration.,https://cloud.google.com/looker; https://cloud.google.com/bigquery/docs/bi-engine-intro; https://lookerstudio.google.com/
BI- & Visualisierungs-Integration,DE,STACKIT,1,"STACKIT bietet keinen nativen BI- oder Visualisierungsdienst. Kein QuickSight/Power BI/Looker-Äquivalent. Kein Managed Grafana als Plattform-Feature. BI-Tools müssen vollständig selbst gehostet werden (z.B. Grafana, Metabase, Apache Superset auf VMs/Kubernetes). Keine nativen ODBC/JDBC-Endpunkte für analytische Datenquellen (da kein Data Warehouse vorhanden). Self-Service-Analytics für Fachanwender ohne Plattform-Support nicht realisierbar.",https://docs.stackit.cloud/; https://www.stackit.de/en/cloud/products-services/
BI- & Visualisierungs-Integration,DE,IONOS,2,"IONOS bietet kein natives BI-Tool, aber über die Big-Data-Plattform ist Apache Superset als Open-Source-BI-Frontend verfügbar. Grafana kann auf IONOS-Infrastruktur self-hosted betrieben werden. JDBC/ODBC-Zugriff auf Druid und Spark SQL ermöglicht grundlegende Anbindung externer BI-Tools (Tableau, Looker). Kein Self-Service-Analytics-Feature für Fachanwender. Kein Managed Grafana. Funktional möglich über Open-Source-Stack, aber kein Plattform-Produkt.",https://cloud.ionos.de/loesungen/big-data; https://superset.apache.org/
BI- & Visualisierungs-Integration,DE,Open Telekom Cloud,2,"OTC bietet keinen nativen BI-Dienst, aber der Data Warehouse Service (DWS) stellt JDBC/ODBC-Endpunkte bereit, über die Tableau, Power BI und Looker angebunden werden können. Data Lake Insight (DLI) bietet SQL-Endpunkte. Grafana muss selbst betrieben werden (kein Managed Grafana). Cloud Eye bietet Infrastruktur-Monitoring-Dashboards, aber kein BI-Tool. Kein Self-Service-Analytics für Fachanwender als Plattform-Feature. Grundlegende Anbindungsmöglichkeit über DWS-Endpunkte, aber kein integriertes BI-Erlebnis.",https://www.open-telekom-cloud.com/de/produkte-services/core-services/data-warehouse-service; https://docs.otc.t-systems.com/data-warehouse-service/
